Title;Rating Number;Rating Word;Review;Author Information
The Bureau: XCOM Declassified Review;6;Fair; It delivers some enjoyable stretches of shooting action, but The Bureau: XCOM Declassified too often transforms the series' signature tension into tedium.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Charlie Murder Review;7.5;Good; Beer and blood spray punctuate the fun punk rock brawler Charlie Murder.;
The Wonderful 101 Review;8;Great; The Wonderful 101 is a bright, bold adventure that occasionally struggles to control its big ambitions.;Hi! I'm Martin, for some reason or another I have managed to convince the people who run GameSpot that I am actually wor
Open Me Review;5;Mediocre; Awkward controls and other flaws make it hard to appreciate the innovative and devious puzzles in Open Me.;
Beatbuddy: Tale of the Guardians Review;7.5;Good; Beatbuddy is an adept fusion of music and gameplay.;Leif Johnson is a prolific freelancer from Chicago who confuses people by speaking with an East Texas accent. Somehow a childhood of herding cattle and raising emus prepared him for researching medieval texts for several years, but these days he fills his free time by smashing bad guys with big swords. In RPGs, of course.
Gone Home Review;9.5;Superb; With excellent writing and remarkable attention to period detail, Gone Home turns the process of exploring a house into a captivating and deeply poignant journey of discovery.;Carolyn is old enough to remember the 1990s. In fact, it was in the 90s that she played Myst, a game that captivated her by creating a fascinating environment that had a story just waiting for her to discover.
Saints Row IV Review;7.5;Good; Saints Row IV's crazy missions, fun superpowers, and funny writing make it an enjoyable way to live out your destructive fantasies.;Carolyn has been wreaking havoc in urban open worlds since the release of Grand Theft Auto III. Alas, she hasn't yet figured out how to leap around San Francisco like some sort of real-life Neo.
Spelunky Review;8.5;Great; As Spelunky makes its way to the PC, the rewards and dangers are just as alluring as they were one year ago.;
Dishonored: The Brigmore Witches Review;8;Great; The Brigmore Witches is a haunting end to the Dishonored story arc.;Leif Johnson is a prolific freelancer from Chicago who confuses people by speaking with an East Texas accent. Somehow a childhood of herding cattle and raising emus prepared him for researching medieval texts for several years, but these days he fills his free time by smashing bad guys with big swords. In RPGs, of course.
Mamorukun Curse Review;7;Good; Don't let the candy colors fool you;
Saints Row IV Review;7.5;Good; Saints Row IV's crazy missions, fun superpowers, and funny writing make it an enjoyable way to live out your destructive fantasies.;Carolyn has been wreaking havoc in urban open worlds since the release of Grand Theft Auto III. Alas, she hasn't yet figured out how to leap around San Francisco like some sort of real-life Neo.
Cubetractor Review;7.5;Good; In the cute and clever Cubetractor, simple mechanics give rise to fiendishly difficult situations.;Dan Starkey's first review for GameSpot was for Starseed Pilgrim, and he's been pleased to remain on hand ever since!
Divinity: Dragon Commander Review;8;Great; Political role playing, eccentric humor, and a dragon in a jetpack make this strange hybrid soar.;"Daniel Shannon still remembers the day when his family got a 486 with a CD-ROM drive. He used that PC to play an immense amount of Tie Fighter, Civilization 2, and Doom. Since he grew up without a console he insists that they are a ""fad"" and refers to them collectively as ""Nintendos."" Too this day he is skeptical about anything that doesn't use either a flightstick or a keyboard and mouse."
Guacamelee! Gold Edition Review;9;Superb; Guacamelee! Gold Edition packs a healthy dose of content in addition to the PC-exclusive modding tools, making it the best version of an excellent game to date.;Peter's got 25 years of platforming under his belt, and yearns for the day he can wear his luchador mask to the office.
Tom Clancy's Splinter Cell: Blacklist Review;8;Great; Splinter Cell: Blacklist makes it fun to fly solo, but it's when you join others that the stealth action really heats up.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Papers Please Review;8;Great; Papers, Please will stress you out with simple gameplay that leads to moral quandaries and weighty choices.;Britton Peele is a freelance writer for GameSpot and a Digital Entertainment Editor for The Dallas Morning News. Find him on Twitter @BrittonPeele.
Saints Row IV Review;7.5;Good; Saints Row IV's crazy missions, fun superpowers, and funny writing make it an enjoyable way to live out your destructive fantasies.;Carolyn has been wreaking havoc in urban open worlds since the release of Grand Theft Auto III. Alas, she hasn't yet figured out how to leap around San Francisco like some sort of real-life Neo.
DuckTales Remastered Review;4.5;Poor; DuckTales Remastered is a shallow reimagining of the classic adventure that fails to justify its existence in the modern era.;Tom adores platformers of all varieties, and even spent hours exploring mines and caves in DuckTales on the NES.
Warframe Review;6;Fair; The fun of nimble combat in cool battle suits peters out too quickly in the repetitive skirmishes of Warframe.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Ibb and Obb Review;7;Good; Ibb and Obb is a satisfying cooperative puzzler whose inventive situations are occasionally overshadowed by design misstep.;
Rise of the Triad Review;5.5;Mediocre; Poor optimization and a slog of a single-player campaign hobble this fast-paced shooter.;Daniel Shannon still remembers the day when his family got a 486 with a CD-ROM drive. He used that PC to play an immense
Tom Clancy's Splinter Cell: Blacklist Review;8;Great; Splinter Cell: Blacklist makes it fun to fly solo, but it's when you join others that the stealth action really heats up.;Kevin VanOrd is a lifelong RPG lover and violin player. When he isn't busy building PCs and composing symphonies, he watches American Dad reruns with his fat cat, Ollie.
Dragon's Crown Review;8;Great; Dragon's Crown presents itself as a simple beat-'em-up, but it's actually a surprisingly deep and action-packed role-playing game.;Peter is Managing Editor at GameSpot, and when he's not covering the latest games, he's desperately trying to recapture
Do Not Fall Review;7;Good; Do Not Fall offers a much more demanding experience than its vibrant visuals suggest.;
Cloudberry Kingdom Review;8.5;Great; Cloudberry Kingdom is a wonderfully challenging platformer with exciting level design and great game-changing power-ups.;Mark is a senior staff writer based out of the UK, the home of heavy metal and superior chocolate.
Brothers: A Tale of Two Sons Review;8;Great; Brothers: A Tale of Two Sons is a dark, emotionally charged adventure that's a masterclass in doing more with less.;Mark is a senior staff writer based out of the UK, the home of heavy metal and superior chocolate.
Pikmin 3 Review;8;Great; Strategic combat and rewarding exploration make the adorable Pikmin 3 a satisfying adventure in planetary survival.;
DARK Review;3.5;Bad; Like the guards you must sneak past in this vampire stealth game, it's best to avoid Dark entirely.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
